model,features,roc_auc,pr_auc,precision,recall,f1,brier,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,cv_f1_mean,cv_f1_std,cv_brier_mean,cv_brier_std
baseline_majority,fp,0.5,0.7591836734693878,0.7591836734693878,1.0,0.8631090487238979,0.24081632653061225,0.5,0.0,0.7581998953427525,0.0017317533263734716,0.8624720320021696,0.0011218999954911428,0.2418001046572475,0.001731753326373459
baseline_majority,desc,0.5,0.7591836734693878,0.7591836734693878,1.0,0.8631090487238979,0.24081632653061225,0.5,0.0,0.7581998953427525,0.0017317533263734716,0.8624720320021696,0.0011218999954911428,0.2418001046572475,0.001731753326373459
baseline_majority,fp_desc,0.5,0.7591836734693878,0.7591836734693878,1.0,0.8631090487238979,0.24081632653061225,0.5,0.0,0.7581998953427525,0.0017317533263734716,0.8624720320021696,0.0011218999954911428,0.2418001046572475,0.001731753326373459
logreg_balanced,fp,0.8576635684344815,0.9434410261000699,0.8842105263157894,0.9032258064516129,0.8936170212765957,0.1426862598718935,0.8566567232125744,0.013783072073673876,0.93325773842341,0.008122488998709685,0.8941178009794024,0.022413984574265404,0.13914945973965775,0.028485741489084532
logreg_balanced,desc,0.7023418990340806,0.8896402734185105,0.8445945945945946,0.6720430107526881,0.7485029940119761,0.21379779785666603,0.6788366158711904,0.022180670444918612,0.8673645067203501,0.0131466929391351,0.6959610537409455,0.019717389586971033,0.22697217091782845,0.004351064835618136
logreg_balanced,fp_desc,0.8587570621468926,0.9435242725903232,0.8848167539267016,0.9086021505376344,0.896551724137931,0.1421983442033558,0.857718156986774,0.014556893397780903,0.934030093886997,0.008104064684917856,0.8941178009794024,0.022413984574265404,0.13896316698832267,0.028226027463165236
