model,features,rmse,mae,r2,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std
baseline_mean,fp,1.122752434652505,0.9212961792945862,-0.0013102293014526367,1.1490852336582331,0.056882955255854,0.9364991307258606,0.05332443471603162,-0.002990579605102539,0.00407969701998211
baseline_mean,desc,1.122752434652505,0.9212961792945862,-0.0013102293014526367,1.1490852336582331,0.056882955255854,0.9364991307258606,0.05332443471603162,-0.002990579605102539,0.00407969701998211
baseline_mean,fp_desc,1.122752434652505,0.9212961792945862,-0.0013102293014526367,1.1490852336582331,0.056882955255854,0.9364991307258606,0.05332443471603162,-0.002990579605102539,0.00407969701998211
elasticnet,fp,0.8525482561767134,0.5729040503501892,0.4226508140563965,0.8519988333933892,0.05092494009782593,0.5927578806877136,0.04181055390571338,0.4429458737373352,0.09252438205455846
elasticnet,desc,1.1906858173366681,0.9040330648422241,-0.12614679336547852,1.4734801870060241,0.7981691542463825,0.9268477439880372,0.08474706572292956,-1.0869323015213013,2.5711920072603993
elasticnet,fp_desc,0.8402442154780282,0.5581349730491638,0.4391952157020569,1.0013338255813682,0.38264142242930543,0.6080458760261536,0.08506651912690011,0.13049942255020142,0.7795292436661931
